molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3970920,COCCNC(=O)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,124.0,active
CHEMBL3903312,O=C(NCC1CCCC1)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,42.2,active
CHEMBL3928719,O=C(NCC1COCCO1)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,71.5,active
CHEMBL3974174,O=C(NC1CCCC1)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,76.4,active
CHEMBL3971990,O=C(NC1CCOCC1)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,66.9,active
CHEMBL3891178,O=C(Nc1ccc(N2CCC(C(=O)N3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,126.0,active
CHEMBL3910038,O=C(NCC1CCOCC1)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,48.7,active
CHEMBL3947703,O=C(NC1CC1)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,69.4,active
CHEMBL3915390,O=C(NCC1CCOC1)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,77.9,active
CHEMBL3985166,CC(C)(O)CNC(=O)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,109.0,active
CHEMBL3924387,CCC(C)NC(=O)C1CCN(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,101.0,active
CHEMBL3928059,O=C(Nc1ccc(C2=CCN(C(=O)[C@@H]3CCOC3)CC2)cc1)N1Cc2ccccc2C1,12.5,active
CHEMBL3952276,O=C(Nc1ccc(C2=CCN(C(=O)[C@H]3CCOC3)CC2)cc1)N1Cc2ccccc2C1,16.4,active
CHEMBL3901169,O=C(Nc1ccc(C2=CCN(C(=O)C3CCS(=O)(=O)CC3)CC2)cc1)N1Cc2ccccc2C1,4.86,active
CHEMBL3966170,O=C(Nc1ccc(C2CCN(C(=O)[C@H]3CCCO3)CC2)cc1)N1Cc2ccccc2C1,13.8,active
CHEMBL3986524,O=C(Nc1ccc(C2CCN(C(=O)[C@@H]3CCCO3)CC2)cc1)N1Cc2ccccc2C1,2.21,active
CHEMBL3958417,O=C(Nc1ccc(C2CCN(C(=O)[C@@H]3CCOC3)CC2)cc1)N1Cc2ccccc2C1,10.9,active
CHEMBL3962125,CC(C)C(=O)N[C@H]1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,12.5,active
CHEMBL3895412,CC(C)C(=O)N[C@@H]1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,8.72,active
CHEMBL3960869,O=C(NCCCCC1CN(C(=O)c2ccccc2)C1)N1Cc2ccccc2C1,8.88,active
CHEMBL3941682,O=C(NCCCCC1CN(C(=O)c2ccccc2)C1)N1Cc2ccncc2C1,7.44,active
CHEMBL3971266,O=C(N[C@H]1C[C@H](C(=O)NCc2ccccc2)C1)N1Cc2ccncc2C1,210.0,active
CHEMBL3953865,O=C(N[C@H]1C[C@H](C(=O)NCCc2ccccc2)C1)N1Cc2ccncc2C1,45.2,active
CHEMBL3979429,O=C(N[C@H]1C[C@H](C(=O)NCCCc2ccccc2)C1)N1Cc2ccncc2C1,68.2,active
CHEMBL3938898,Cc1nc(C(=O)N2CC=C(c3ccc(NC(=O)N4Cc5ccncc5C4)cc3)CC2)co1,1.5,active
CHEMBL3985234,O=C(Nc1ccc(C2=CCN(C(=O)c3ccoc3)CC2)cc1)N1Cc2ccncc2C1,4.25,active
CHEMBL3915476,O=C(/C=C/c1ccco1)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,4.16,active
CHEMBL3892947,O=C(Nc1ccc(C2=CCN(C(=O)c3cnco3)CC2)cc1)N1Cc2ccncc2C1,4.88,active
CHEMBL3924470,Cc1cc(C(=O)N2CC=C(c3ccc(NC(=O)N4Cc5ccncc5C4)cc3)CC2)nn1C,1.49,active
CHEMBL3894167,COC1CCC(C(=O)N2CC=C(c3ccc(NC(=O)N4Cc5ccncc5C4)cc3)CC2)CC1,3.23,active
CHEMBL3922186,CC(C)C(C)C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.37,active
CHEMBL3896490,O=C(Nc1ccc(C2=CCN(C(=O)C3CC3(F)F)CC2)cc1)N1Cc2ccncc2C1,2.34,active
CHEMBL3974320,O=C(Nc1ccc(C2=CCN(C(=O)c3ccn[nH]3)CC2)cc1)N1Cc2ccncc2C1,8.44,active
CHEMBL3897885,CC(C)(C)OCC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,6.56,active
CHEMBL3968930,CC(C)(O)CC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.53,active
CHEMBL3971687,O=C(CCn1cccc1)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,2.95,active
CHEMBL3933718,CC1(C(=O)N2CC=C(c3ccc(NC(=O)N4Cc5ccncc5C4)cc3)CC2)CC1,2.02,active
CHEMBL3912392,CC(C)COCC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,8.77,active
CHEMBL3965162,CN1CCC[C@H]1C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,8.44,active
CHEMBL3914619,CCC(C)(O)C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.35,active
CHEMBL3922772,O=C(Nc1ccc(C2=CCN(C(=O)C3(O)CC3)CC2)cc1)N1Cc2ccncc2C1,2.28,active
CHEMBL3972815,O=C(CC1CC1)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.52,active
CHEMBL3943244,O=C(Nc1ccc(C2=CCN(C(=O)C3CCCC3)CC2)cc1)N1Cc2ccncc2C1,4.15,active
CHEMBL3921130,COCC1(C(=O)N2CC=C(c3ccc(NC(=O)N4Cc5ccncc5C4)cc3)CC2)CC1,2.64,active
CHEMBL3955387,CS(=O)(=O)CC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,10.1,active
CHEMBL3928705,Cn1cc(C(=O)N2CC=C(c3ccc(NC(=O)N4Cc5ccncc5C4)cc3)CC2)cn1,6.7,active
CHEMBL3900716,CC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,10.1,active
CHEMBL3967478,CCC(CC)C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,2.19,active
CHEMBL3906160,CC(C)/C=C/C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,2.44,active
CHEMBL3907281,COC(C)(C)C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,3.97,active
CHEMBL3977854,O=C(Nc1ccc(C2=CCN(C(=O)C3=CCCC3)CC2)cc1)N1Cc2ccncc2C1,3.26,active
CHEMBL3911329,O=C(Cc1ccsc1)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,6.64,active
CHEMBL3935701,CCC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,2.8,active
CHEMBL3898729,CCC(C)(C)C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.83,active
CHEMBL3926772,Cn1cccc1C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.59,active
CHEMBL3958710,COCC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,4.57,active
CHEMBL3921331,CC(C)(C)C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.03,active
CHEMBL3953470,CCC(C)CCC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.55,active
CHEMBL3982191,CC1(C)CC1C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.68,active
CHEMBL3944741,Cc1cc(C(=O)N2CC=C(c3ccc(NC(=O)N4Cc5ccncc5C4)cc3)CC2)n(C)n1,2.03,active
CHEMBL3970843,O=C(CC1CCC1)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,1.9,active
CHEMBL3943137,O=C(CN1CCCCC1)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,31.6,active
CHEMBL3972994,CC(C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1)N1CCCC1,13.4,active
CHEMBL3917598,Cc1nn(C)cc1C(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,3.24,active
CHEMBL3947327,COCCOCC(=O)N[C@H]1CC[C@@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,6.3,active
CHEMBL3920370,COCCOCC(=O)N[C@H]1CC[C@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,7.14,active
CHEMBL3904586,O=C(N[C@H]1CC[C@@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1)[C@@H]1CCCO1,2.6,active
CHEMBL3966046,O=C(N[C@H]1CC[C@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1)[C@@H]1CCCO1,8.81,active
CHEMBL3916303,O=C(N[C@H]1CC[C@@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1)[C@H]1CCCO1,1.74,active
CHEMBL3905623,O=C(N[C@H]1CC[C@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1)[C@H]1CCCO1,3.89,active
CHEMBL3916648,O=C(NC[C@@H]1CCCO1)c1ccc(NC(=O)N2Cc3ccncc3C2)nn1,124.0,active
CHEMBL3897327,CC(C)CC(=O)N1CC[C@@H](Oc2ccc(NC(=O)N3Cc4ccncc4C3)cc2)C1,5.41,active
CHEMBL3928826,O=C(Nc1ccc(O[C@@H]2CCN(C(=O)C3CCC3)C2)cc1)N1Cc2ccncc2C1,10.2,active
CHEMBL3898531,O=C(Nc1ccc(O[C@@H]2CCN(C(=O)[C@H]3CCCO3)C2)cc1)N1Cc2ccncc2C1,21.3,active
CHEMBL3926572,O=C(Nc1ccc(O[C@@H]2CCN(C(=O)[C@@H]3CCCO3)C2)cc1)N1Cc2ccncc2C1,20.1,active
CHEMBL3986010,O=C(CC1CC1)N1CC[C@@H](Oc2ccc(NC(=O)N3Cc4ccncc4C3)cc2)C1,11.4,active
CHEMBL3957325,CC(C)CC(=O)N1CC[C@H](Oc2ccc(NC(=O)N3Cc4ccncc4C3)cc2)C1,11.8,active
CHEMBL3935882,O=C(Nc1ccc(O[C@H]2CCN(C(=O)C3CCC3)C2)cc1)N1Cc2ccncc2C1,25.7,active
CHEMBL3962693,O=C(Nc1ccc(O[C@H]2CCN(C(=O)[C@H]3CCCO3)C2)cc1)N1Cc2ccncc2C1,61.1,active
CHEMBL3902685,O=C(Nc1ccc(O[C@H]2CCN(C(=O)[C@@H]3CCCO3)C2)cc1)N1Cc2ccncc2C1,64.4,active
CHEMBL3973661,O=C(CC1CC1)N1CC[C@H](Oc2ccc(NC(=O)N3Cc4ccncc4C3)cc2)C1,31.0,active
CHEMBL3895409,O=C(NC[C@H]1CCCO1)c1ccc(NC(=O)N2Cc3ccncc3C2)nn1,762.0,active
CHEMBL3955567,O=C(NCC1CCOCC1)c1ccc(NC(=O)N2Cc3ccncc3C2)nn1,200.0,active
CHEMBL3984187,O=C(NCC1CCCC1)c1ccc(NC(=O)N2Cc3ccncc3C2)nn1,193.0,active
CHEMBL3913477,O=C(NCC1CCOC1)c1ccc(NC(=O)N2Cc3ccncc3C2)nn1,774.0,active
CHEMBL3937973,O=C(NCC1CC2CCC1C2)c1ccc(NC(=O)N2Cc3ccncc3C2)nn1,24.1,active
CHEMBL3971984,CC(C)C(=O)N[C@H]1CC[C@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,5.01,active
CHEMBL3900838,CC(C)C(=O)N[C@H]1CC[C@@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,0.973,active
CHEMBL3927873,O=C(N[C@H]1CC[C@@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1)C1CCCCC1,4.71,active
CHEMBL3891449,O=C(N[C@H]1CC[C@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1)C1CCCCC1,11.2,active
CHEMBL3929954,O=C(CC1CC1)N[C@H]1CC[C@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,4.72,active
CHEMBL3900725,O=C(CC1CC1)N[C@H]1CC[C@@H](c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,0.86,active
CHEMBL3937735,CC(C)C(=O)NC1CC=C(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,21.6,active
CHEMBL3965071,O=C(NC1CC=C(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1)[C@H]1CCCO1,38.5,active
CHEMBL3943117,O=C(NC1CC=C(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1)[C@@H]1CCCO1,10.4,active
CHEMBL3915143,O=C(CC1CCCC1)NC1CC=C(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,48.8,active
CHEMBL3980849,O=C(CC1CC1)NC1CC=C(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,5.8,active
CHEMBL3897163,CC(C)(O)C(=O)NC1CC=C(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,16.5,active
CHEMBL3895229,O=C(NC1CC=C(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1)C1CCOCC1,44.7,active
CHEMBL3966533,O=C(NC1CC=C(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1)C1CCCCC1,65.5,active
CHEMBL3949539,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)c1cnc2[nH]ncc2c1,56.3,active
CHEMBL3946245,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)c1cnc2nccn2c1,6.5,active
CHEMBL3394735,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)c1cc2cnccc2[nH]1,19.9,active
CHEMBL3976797,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)c1ccc2nccn2c1,7.1,active
CHEMBL3394734,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,5.6,active
CHEMBL3905216,O=C(NCc1ncc(S(=O)(=O)c2ccccc2)cn1)c1cnc2[nH]ncc2c1,108.0,active
CHEMBL3900739,O=C(NCc1ncc(S(=O)(=O)c2ccccc2)cn1)c1cc2cnccc2[nH]1,150.0,active
CHEMBL3895737,O=C(NCc1ncc(S(=O)(=O)c2ccccc2)cn1)c1ccc2nccn2c1,352.0,active
CHEMBL3906407,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2cnccc2[nH]1,55.3,active
CHEMBL3937961,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cn1)c1ccc2nccn2c1,12.7,active
CHEMBL3394731,O=C(NCc1ncc(S(=O)(=O)c2ccccc2)cn1)c1cc2ccncc2o1,46.1,active
CHEMBL3900964,O=C(NCc1ncc(S(=O)(=O)c2ccccc2)cn1)c1cnc2nccn2c1,19.1,active
CHEMBL3931302,O=C(NCc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cn1)c1ccc2nccn2c1,8.5,active
CHEMBL3927864,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1ccc2nccn2c1,36.5,active
CHEMBL3952067,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cnc2[nH]ncc2c1,357.0,active
CHEMBL3915373,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cn1)c1cnc2[nH]ncc2c1,39.4,active
CHEMBL3926658,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cn1)c1cc2cnccc2[nH]1,19.1,active
CHEMBL3898624,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cn1)c1cnc2nccn2c1,4.7,active
CHEMBL3930160,O=C(NCc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cn1)c1cnc2[nH]ncc2c1,53.7,active
CHEMBL3935129,O=C(NCc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cn1)c1cnc2nccn2c1,3.4,active
CHEMBL3908255,O=C(NCc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cn1)c1cc2cnccc2[nH]1,11.8,active
CHEMBL3394733,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cn1)c1cc2ccncc2o1,6.6,active
CHEMBL3945117,O=C(NCc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cn1)c1cc2ccncc2o1,6.1,active
CHEMBL3913684,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cnc2nccn2c1,16.2,active
CHEMBL3394736,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,21.1,active
CHEMBL3922669,O=C(NCc1ccc(S(=O)(=O)C2CCNCC2)cn1)c1cc2ccncc2o1,204.0,active
CHEMBL3959092,O=C(NCc1ccc(S(=O)(=O)C2CCNCC2)cn1)c1ccc2nccn2c1,572.0,active
CHEMBL3394736,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,340.0,active
CHEMBL3394736,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,4.8,active
CHEMBL3900480,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)cc2)cn1)c1ccc2nccn2c1,7.2,active
CHEMBL3932091,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)cc2)cn1)c1cnc2[nH]ncc2c1,19.3,active
CHEMBL3959602,COc1cccc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)nc2)c1,6.1,active
CHEMBL3944555,COc1cccc(S(=O)(=O)c2ccc(CNC(=O)c3cnc4nccn4c3)nc2)c1,4.6,active
CHEMBL3970656,COc1cccc(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)nc2)c1,59.9,active
CHEMBL3917703,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cn1)c1ccc2nccn2c1,8.6,active
CHEMBL3945598,Cn1cc(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)nc2)cn1,101.0,active
CHEMBL3923144,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)cc2)cn1)c1cc2ccncc2o1,3.5,active
CHEMBL3954293,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)cc2)cn1)c1cnc2nccn2c1,2.1,active
CHEMBL3924358,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)cc2)cn1)c1cc2ccncc2s1,2.8,active
CHEMBL3964328,Cn1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4s3)nc2)cn1,134.0,active
CHEMBL3917299,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cn1)c1cnc2[nH]ncc2c1,19.0,active
CHEMBL3983569,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cn1)c1cc2cnccc2[nH]1,249.0,active
CHEMBL3904947,CCCn1cc(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)nc2)cn1,27.3,active
CHEMBL3978760,CC(C)n1cc(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)nc2)cn1,29.9,active
CHEMBL3394740,CC(C)n1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4s3)nc2)cn1,7.2,active
CHEMBL3931704,CN1CCN(c2ccc(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)nc3)cn2)CC1,6.9,active
CHEMBL3907245,CN1CCN(c2ccc(S(=O)(=O)c3ccc(CNC(=O)c4cnc5nccn5c4)nc3)cn2)CC1,2.2,active
CHEMBL3922747,CN1CCN(c2ccc(S(=O)(=O)c3ccc(CNC(=O)c4cnc5nccn5c4)nc3)cc2)CC1,2.3,active
CHEMBL3894770,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cn1)N1Cc2ccncc2C1,3.7,active
CHEMBL3925078,O=C(NCc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cn1)N1Cc2ccncc2C1,3.4,active
CHEMBL3921696,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cn1)c1cc2ccncc2o1,170.0,active
CHEMBL3914395,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cn1)c1cc2ccncc2o1,2.0,active
CHEMBL3938924,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cn1)c1cc2ccncc2s1,92.1,active
CHEMBL3901958,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cn1)c1cc2ccncc2s1,1.7,active
CHEMBL3927864,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1ccc2nccn2c1,15.9,active
CHEMBL3961866,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cn1)c1cc2ccncc2s1,25.9,active
CHEMBL3927864,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1ccc2nccn2c1,407.0,active
CHEMBL3956471,O=C(NCc1ccc(S(=O)(=O)C2CCCCC2)cn1)N1Cc2ccncc2C1,27.5,active
CHEMBL3985143,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cn1)c1ccc2nccn2c1,693.0,active
CHEMBL3394741,CCCn1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)nc2)cn1,6.5,active
CHEMBL3394738,CC(C)n1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)nc2)cn1,55.5,active
CHEMBL3947807,COc1ccc(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)nc2)cc1OC,30.7,active
CHEMBL3973866,COc1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)nc2)cc1OC,2.8,active
CHEMBL3973696,CN(C)c1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)nc2)cn1,2.6,active
CHEMBL3944220,CN(C)c1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cnc4nccn4c3)nc2)cn1,5.4,active
CHEMBL3952015,COc1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)nc2)cc1OC,48.5,active
CHEMBL3956301,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)N1Cc2ccncc2C1,17.3,active
CHEMBL3929667,CN(C)c1ncc(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)nc2)s1,7.8,active
CHEMBL3901715,CN(C)c1ncc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4s3)nc2)s1,2.2,active
CHEMBL3968358,CCCn1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4s3)nc2)cn1,3.1,active
CHEMBL3907168,O=C(NCc1ncc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cn1)c1ccc2nccn2c1,17.6,active
CHEMBL3908273,O=C(NCc1ccc(S(=O)(=O)c2ccc(C(F)(F)F)nc2)cn1)c1cc2ccncc2s1,59.4,active
CHEMBL3978701,O=C(NCc1ccc(S(=O)(=O)c2ccc(C(F)(F)F)nc2)cn1)c1cc2ccncc2o1,20.5,active
CHEMBL3983814,CC(C)n1cc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)nc2)cn1,22.7,active
CHEMBL3958565,O=C(NCc1ncc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cn1)c1cc2ccncc2o1,12.3,active
CHEMBL3975778,O=C(NCc1ccc(S(=O)(=O)c2ccc(C(F)(F)F)nc2)cn1)c1ccc2nccn2c1,72.3,active
CHEMBL3946487,CN(C)c1ccc(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)nc2)cn1,9.1,active
CHEMBL3978204,CN(C)c1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)nc2)cn1,27.8,active
CHEMBL3967407,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(N3CCOCC3)c2)cn1)c1cnc2[nH]ncc2c1,32.9,active
CHEMBL3915169,Nc1ncc2c(n1)CN(C(=O)NCc1ccc(S(=O)(=O)c3cc(F)cc(F)c3)cn1)C2,354.0,active
CHEMBL3924182,O=C(NCc1ccc([S+]([O-])c2cccc(C(F)(F)F)c2)cn1)c1cc2ccncc2o1,17.7,active
CHEMBL3976902,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(N3CCOCC3)c2)cn1)c1cc2ccncc2o1,5.9,active
CHEMBL3964015,O=C(NCc1ccc([S+]([O-])c2cccc(OC(F)(F)F)c2)cn1)N1Cc2ccncc2C1,8.0,active
CHEMBL3952762,O=C(NCc1ccc([S+]([O-])c2cccc(OC(F)(F)F)c2)cn1)c1cc2ccncc2o1,16.2,active
CHEMBL3981498,O=C(NCc1ccc(S(=O)(=O)N2CCC(N3CCCC3)CC2)cn1)c1cc2ccncc2o1,47.4,active
CHEMBL3957999,Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)nc2)cn1,33.9,active
CHEMBL3933613,CN(C)c1ncc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)nc2)s1,4.9,active
CHEMBL3394737,Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)nc2)cn1,11.3,active
CHEMBL3939351,Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4s3)nc2)cn1,37.7,active
CHEMBL3968889,CCS(=O)(=O)c1cccc(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)nc2)c1,19.3,active
CHEMBL3951544,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)cc2)cn1)N1Cc2ccncc2C1,5.9,active
CHEMBL3977371,CN(C)c1ncc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)nc2)s1,6.6,active
CHEMBL3917149,Cn1cc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)nc2)cn1,54.7,active
CHEMBL3930794,O=C(NCc1ccc(S(=O)(=O)c2cccc(F)c2)cn1)N1Cc2ccncc2C1,11.1,active
CHEMBL3949891,O=C(NCc1ccc([S+]([O-])c2cccc(OC(F)(F)F)c2)cn1)c1ccc2nccn2c1,31.5,active
CHEMBL3922144,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4ccncc4o3)nc2)CC1,69.3,active
CHEMBL3958564,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cn1)c1cc2ccncc2o1,55.2,active
