molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3915028,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccccc2OC(F)(F)F)cc1,3.6,active
CHEMBL3940544,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)Nc2ccccc2OC(F)(F)F)cc1,375.0,active
CHEMBL3903524,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cc1,61.5,active
CHEMBL3946646,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1,31.9,active
CHEMBL3902365,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1,167.0,active
CHEMBL3926812,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,56.5,active
CHEMBL3917996,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccnc2)cc1,18.3,active
CHEMBL3935753,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cnc3ccccc3c2)cc1,3.7,active
CHEMBL3916786,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc3ncccc3c2)cc1,5.4,active
CHEMBL3948110,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3cccnc23)cc1,3.6,active
CHEMBL3894735,NS(=O)(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,9.9,active
CHEMBL3969390,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cncc(N3CCCC3)c2)cc1,1.4,active
CHEMBL3954077,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cc(OC(F)(F)F)ccc2Cl)cc1,21.0,active
CHEMBL3954926,COc1cc(C(F)(F)F)ccc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,59.6,active
CHEMBL3931923,COc1ccc(C(C)C)cc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,2.6,active
CHEMBL3946243,COc1ccc(OC(F)(F)F)cc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,16.8,active
CHEMBL3970446,COc1ccc(C(F)(F)F)cc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,24.2,active
CHEMBL3940904,Cc1cc(C(F)(F)F)ccc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,62.8,active
CHEMBL3965163,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(-n3cccn3)c2)cc1,4.8,active
CHEMBL3931885,CC(C)COc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,56.7,active
CHEMBL3929455,Cc1cc(C)n(-c2cccc(S(=O)(=O)c3ccc(NC(=O)/C=C/c4cccnc4)cc3)c2)n1,9.1,active
CHEMBL3957030,CCS(=O)(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,17.3,active
CHEMBL3934921,COCc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,7.7,active
CHEMBL3968045,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(N3CCOCC3)c2)cc1,9.2,active
CHEMBL3943896,CC(C)Oc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,1.1,active
CHEMBL3973411,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(C(F)(F)F)c(Cl)c2)cc1,43.4,active
CHEMBL3956009,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cc(Cl)cc(C(F)(F)F)c2)cc1,8.1,active
CHEMBL3950108,CC(C)COc1cc(F)cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,35.4,active
CHEMBL3940757,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(-n3cccn3)cc2)cc1,17.4,active
CHEMBL3913605,CCOCc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1,7.8,active
CHEMBL3929384,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)cc2)cc1,24.8,active
CHEMBL3901440,CC(C)Oc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1,5.4,active
CHEMBL3938433,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1,18.4,active
CHEMBL3913937,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3c2oc2ccccc23)cc1,3.5,active
CHEMBL3984636,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3ccsc23)cc1,16.1,active
CHEMBL3956022,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3[nH]ccc23)cc1,2.3,active
CHEMBL3974144,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3cc[nH]c23)cc1,8.4,active
CHEMBL3961349,Cn1ncc2cc(S(=O)(=O)c3ccc(NC(=O)/C=C/c4cccnc4)cc3)ccc21,1.9,active
CHEMBL3965551,Cn1ncc2ccc(S(=O)(=O)c3ccc(NC(=O)/C=C/c4cccnc4)cc3)cc21,2.6,active
CHEMBL3934937,Cn1ncc2cccc(S(=O)(=O)c3ccc(NC(=O)/C=C/c4cccnc4)cc3)c21,8.9,active
CHEMBL3943856,Cn1c(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc2ccccc21,21.8,active
CHEMBL3906757,Cn1cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cn1,7.7,active
CHEMBL3968921,CCCn1cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cn1,2.6,active
CHEMBL3897752,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3c2OCC3)cc1,4.9,active
CHEMBL3930245,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3c2OCO3)cc1,16.1,active
CHEMBL3944927,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1,9.9,active
CHEMBL3924819,Cc1ncccc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,9.0,active
CHEMBL3952513,Cc1ccncc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,20.4,active
CHEMBL3915817,COc1cncc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,15.6,active
CHEMBL3940336,Cc1cncc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,18.1,active
CHEMBL3962371,Cc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)s1,16.6,active
CHEMBL3938435,COc1ccc2cc(S(=O)(=O)c3ccc(NC(=O)/C=C/c4cccnc4)cc3)ccc2c1,5.9,active
CHEMBL3982448,Cc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cn1,37.4,active
CHEMBL2417790,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,4.0,active
CHEMBL3953734,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cncc3ccccc23)cc1,2.45,active
CHEMBL3977643,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3ccccc23)cc1,4.2,active
CHEMBL3963467,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3c2Oc2ccccc2S3)cc1,7.2,active
CHEMBL3969206,O=C(/C=C/c1cccnc1)NCc1ccc(S(=O)(=O)c2ccccc2)cc1,3.0,active
CHEMBL3908060,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cc(Cl)ccc2Cl)cc1,22.4,active
CHEMBL3901233,COc1ccc(C)cc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,1.8,active
CHEMBL3958962,COc1ccccc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,7.7,active
CHEMBL3907984,Cc1ccccc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,33.3,active
CHEMBL3935936,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1,72.9,active
CHEMBL3981508,COc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1OC,2.5,active
CHEMBL3944885,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,50.5,active
CHEMBL3922434,COc1cc(OC)cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,20.3,active
CHEMBL3961845,Cc1cc(C)cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,17.1,active
CHEMBL3906758,COc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1Cl,5.8,active
CHEMBL3931218,Cc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1Cl,8.6,active
CHEMBL3949336,CCCOc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1Cl,5.6,active
CHEMBL3943698,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cc(F)cc(Cl)c2)cc1,124.0,active
CHEMBL3895313,COc1cc(Cl)cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,22.0,active
CHEMBL3966604,Cc1cc(Cl)cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,6.2,active
CHEMBL3904233,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(Cl)c2)cc1,122.0,active
CHEMBL3984517,CCS(=O)(=O)Nc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,8.1,active
CHEMBL3909798,CCOc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,57.2,active
CHEMBL3930617,CCc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,3.3,active
CHEMBL3918732,COc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1F,11.5,active
CHEMBL3897873,Cc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1F,27.6,active
CHEMBL3934974,CCCOc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1F,40.9,active
CHEMBL3903178,COc1cc(F)cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,3.2,active
CHEMBL3962507,Cc1cc(F)cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,17.5,active
CHEMBL3934650,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(F)c2)cc1,66.4,active
CHEMBL3907988,CS(=O)(=O)Nc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,7.5,active
CHEMBL3979199,CS(=O)(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,14.3,active
CHEMBL3984717,COc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,85.7,active
CHEMBL3911480,Cc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,32.3,active
CHEMBL3896966,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(-c3ccccc3)c2)cc1,25.4,active
CHEMBL3963995,CCCOc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,21.6,active
CHEMBL3901370,CCOc1cc(Cl)ccc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,4.2,active
CHEMBL3960468,COc1cc(Cl)ccc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,7.3,active
CHEMBL3985201,COc1cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)ccc1Cl,26.3,active
CHEMBL3909813,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,43.5,active
CHEMBL3947730,CCOc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1F,34.1,active
CHEMBL3975751,CCOc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1,27.4,active
CHEMBL3901890,Cc1cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)ccc1F,21.9,active
CHEMBL3914562,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1,2.0,active
CHEMBL3892913,CS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1,11.4,active
CHEMBL3961926,COc1c(C)cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1C,6.7,active
CHEMBL3921010,COc1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1C,17.1,active
CHEMBL3889466,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,4.5,active
CHEMBL3891154,CCOc1ccc(Cl)cc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,12.3,active
CHEMBL3919231,COc1ccc(Cl)cc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,4.6,active
CHEMBL3964355,COc1ccc(F)cc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,14.5,active
CHEMBL3926482,Cc1ccc(F)cc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1,7.4,active
CHEMBL3975546,CN(C)c1ncc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cn1,7.9,active
CHEMBL3904729,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccnc2N2CCOCC2)cc1,80.6,active
CHEMBL3980415,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)N2CCC(N3CCOCC3)CC2)cc1,10.0,active
CHEMBL3913718,CN(C)c1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cn1,5.1,active
CHEMBL3954839,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)/C(F)=C/c1cccnc1,7.0,active
CHEMBL3983461,CCN(CC)C(=O)c1cc(Cl)cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,19.4,active
CHEMBL3971929,CC(C)CNC(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,21.3,active
CHEMBL3958076,CC(C)NC(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,17.6,active
CHEMBL3897948,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(C(=O)NC3CCCC3)c2)cc1,16.1,active
CHEMBL3972610,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(C(=O)NC3CC3)c2)cc1,5.9,active
CHEMBL3973586,CCNC(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1,7.3,active
CHEMBL3944100,CCNC(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cc1,14.7,active
CHEMBL3938019,O=C(NCCCc1ccccc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,12.5,active
CHEMBL3932952,NCc1ccc(CNC(=O)c2ccc(NC(=O)N3Cc4ccc(F)cc4C3)cc2)cc1,2.78,active
CHEMBL3958422,N#Cc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)NCCCc3ccccc3)cc1)C2,3.09,active
CHEMBL3934532,O=C(NCC1CCCC1)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,3.71,active
CHEMBL3934028,CCCNC(=O)c1ccc(NC(=O)N2Cc3ccc(C#N)cc3C2)cc1,6.92,active
CHEMBL3961527,O=C(Nc1ccc(C(=O)N2CCN(c3nccc4occc34)CC2)cc1)N1Cc2ccccc2C1,4.25,active
CHEMBL3913092,N#Cc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)N3CCN(c4ccccn4)CC3)cc1)C2,4.6,active
CHEMBL3901617,O=C(NCc1ccccn1)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,4.88,active
CHEMBL3919686,O=C(NCc1ccccc1)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,5.02,active
CHEMBL3947487,COc1ccc(CNC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cc1OC,5.25,active
CHEMBL3908237,Cc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)N3CCN(c4ccccn4)CC3)cc1)C2,6.18,active
CHEMBL3956181,O=C(Nc1ccc(C(=O)N2CCN(c3nccc4sccc34)CC2)cc1)N1Cc2ccccc2C1,6.56,active
CHEMBL3900549,COc1cccc(CNC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)c1OC,8.07,active
CHEMBL3928768,O=C(NCCCc1ccccc1)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,8.88,active
CHEMBL3940426,O=C(Nc1ccc(C(=O)N2CCN(c3cccnn3)CC2)cc1)N1Cc2ccc(F)cc2C1,9.91,active
CHEMBL3912421,O=C(NCc1cccc2c1OCCO2)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,10.1,active
CHEMBL3949198,CC(C)CCn1cc(NC(=O)c2ccc(NC(=O)N3Cc4ccc(F)cc4C3)cc2)cn1,10.5,active
CHEMBL3917863,O=C(NCc1ccccc1F)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,11.0,active
CHEMBL3954458,O=C(Nc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1)N1Cc2ccc(F)cc2C1,11.0,active
CHEMBL3926822,CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,11.0,active
CHEMBL3894362,COc1ccccc1CNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,11.2,active
CHEMBL3969029,O=C(Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1)N1Cc2ccc(F)cc2C1,11.6,active
CHEMBL3896179,O=C(NCc1cccc(F)c1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,11.9,active
CHEMBL3977474,O=C(NCCCN1CCCC1=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,12.3,active
CHEMBL3972460,CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccc(C#N)cc3C2)cc1,8.0,active
CHEMBL3904824,Cc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)NCC3CCCC3)cc1)C2,12.6,active
CHEMBL3967144,N#Cc1ccc(N2CCN(C(=O)c3ccc(NC(=O)N4Cc5ccccc5C4)cc3)CC2)cc1,13.8,active
CHEMBL3895874,O=C(NCc1ccc(F)cc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,14.1,active
CHEMBL3922932,COc1cc(CNC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cc(OC)c1,14.5,active
CHEMBL3894641,O=C(NCC1CCOC1)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,14.6,active
CHEMBL3980497,CC(C)(C)CNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,14.9,active
CHEMBL3910386,O=C(NCCN1CCCC1=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,15.0,active
CHEMBL3937353,O=C(NCc1ccc(OC(F)(F)F)cc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,15.0,active
CHEMBL3976717,O=C(NCc1cc(F)cc(C(F)(F)F)c1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,15.1,active
CHEMBL3976018,O=C(Nc1ccc(C(=O)N2CCN(c3cnccn3)CC2)cc1)N1Cc2ccc(F)cc2C1,15.2,active
CHEMBL3950120,CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,15.7,active
CHEMBL3891065,COc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)NCCCc3ccccc3)cc1)C2,16.1,active
CHEMBL3937885,O=C(NCc1ccc(Cl)cc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,16.4,active
CHEMBL3959889,O=C(NCC1CCCC1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,16.6,active
CHEMBL3928853,COc1cc(CNC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cc(OC)c1OC,17.1,active
CHEMBL3937775,O=C(Nc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1)N1Cc2ccccc2C1,17.4,active
CHEMBL3923436,CCCNC(=O)c1ccc(NC(=O)N2Cc3ccc([N+](=O)[O-])cc3C2)cc1,17.4,active
CHEMBL3941284,Cc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)NCCC(C)C)cc1)C2,17.8,active
CHEMBL3955584,O=C(Nc1ccc(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc1)N1Cc2ccccc2C1,18.0,active
CHEMBL3890173,COc1ccc(CNC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cc1,18.1,active
CHEMBL3960119,O=C(NCc1cccs1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,18.3,active
CHEMBL3922963,O=C(Nc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1)N1Cc2ccc(C(F)(F)F)cc2C1,18.5,active
CHEMBL3967365,CCn1cc(NC(=O)c2ccc(NC(=O)N3Cc4ccc(F)cc4C3)cc2)cn1,18.6,active
CHEMBL3964481,O=C(Nc1cnn(Cc2ccccc2)c1)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,18.6,active
CHEMBL3949475,O=C(Nc1ccc(C(=O)N2CCN(c3cnccn3)CC2)cc1)N1Cc2ccccc2C1,19.1,active
CHEMBL3967021,COc1ccccc1N1CCN(C(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,19.7,active
CHEMBL3892230,CC(C)(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,19.7,active
CHEMBL3975508,O=C(NC[C@H]1CCCO1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,20.1,active
CHEMBL3904685,COc1cccc(N2CCN(C(=O)c3ccc(NC(=O)N4Cc5ccccc5C4)cc3)CC2)c1,20.2,active
CHEMBL3941366,CC(=O)c1ccc(N2CCN(C(=O)c3ccc(NC(=O)N4Cc5ccccc5C4)cc3)CC2)cc1,20.3,active
CHEMBL3935370,COc1cccc(CCNC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)c1OC,21.1,active
CHEMBL3950118,O=C(NCc1ccsc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,21.2,active
CHEMBL3925932,COc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)NCCC(C)C)cc1)C2,22.9,active
CHEMBL3926956,O=C(NCc1ccccn1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,22.4,active
CHEMBL3898906,O=C(NCCc1cccs1)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,22.5,active
CHEMBL3935898,O=C(NC[C@@H]1CCCO1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,23.1,active
CHEMBL3904380,CC(C)CCn1cc(NC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cn1,23.6,active
CHEMBL3976091,O=C(Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1)N1Cc2cccc(Cl)c2C1,23.7,active
CHEMBL3946775,O=C(Nc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1)N1Cc2ccccc2C1,23.8,active
CHEMBL3929707,NCCCCCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,24.0,active
CHEMBL3953911,CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3cccc(Cl)c3C2)cc1,24.1,active
CHEMBL3917279,O=C(NCCc1cccs1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,24.7,active
CHEMBL3945181,COc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)N3CCN(c4ccccn4)CC3)cc1)C2,24.8,active
CHEMBL3908320,O=C(NCc1ccc2c(c1)OCO2)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,24.8,active
CHEMBL3939846,COc1cccc(CNC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)c1,25.6,active
CHEMBL3902858,O=C(Nc1ccc(C(=O)N2CCN(c3cccnc3)CC2)cc1)N1Cc2ccccc2C1,25.8,active
CHEMBL3930840,O=C(NCc1ccccc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,26.7,active
CHEMBL3893908,O=C(Nc1ccc(C(=O)N2CCN(c3cccnn3)CC2)cc1)N1Cc2ccccc2C1,27.3,active
CHEMBL3918356,O=C(NCc1ccncn1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,27.4,active
CHEMBL3933676,O=C(Nc1ccc(C(=O)N2CCN(c3cccc(F)c3)CC2)cc1)N1Cc2ccccc2C1,27.8,active
CHEMBL3902199,CCC(C)CNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,28.4,active
CHEMBL3924753,O=C(Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1)N1Cc2ccc(C(F)(F)F)cc2C1,29.3,active
CHEMBL3896711,CCCCOCCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,29.5,active
CHEMBL3920029,O=C(N[C@H](CO)c1ccccc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,29.9,active
CHEMBL3895526,O=C(NCCc1ccc(O)c(O)c1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,30.1,active
CHEMBL3939177,CCCOCCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,30.1,active
CHEMBL3911220,O=C(NCc1ccoc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,30.6,active
CHEMBL3941441,N#Cc1ccccc1N1CCN(C(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,30.8,active
CHEMBL3910029,Cc1c(O)cccc1NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,31.3,active
CHEMBL3890168,CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccc(C(F)(F)F)cc3C2)cc1,31.9,active
CHEMBL3918223,Cc1n[nH]c2ccc(NC(=O)c3ccc(NC(=O)N4Cc5ccccc5C4)cc3)cc12,32.6,active
CHEMBL3902711,CCOCCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,33.0,active
